Date,Total Volume,Total Value,Market Cap,Closing Price,Price Change,Price Change %,Matched Volume,Matched Value,sentiment_score,Foreign Investor Room,Remaining Room Shares,Remaining Room %,Matched Buy Volume,Matched Buy Value,Matched Sell Volume,Matched Sell Value,Negotiated Buy Volume,Negotiated Buy Value,Negotiated Sell Volume,Negotiated Sell Value,Total Buy Volume,Total Buy Value,Total Sell Volume,Total Sell Value,EPS,P/E,P/B,P/S,Loi nhuan,GT_Khop,KL_Khop,KL_Ban,KL_Mua
2024-08-01,6870301,866879,182263919,124800,-3800,-2.95,6870300,866879,0.0,715619552.0,57595364.0,3.94,759000.0,95998.0,2042700.0,259170.0,0.0,0.0,0.0,0.0,759000.0,95998.0,2042700.0,259170.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-08-02,10157200,1246526,179927202,123200,-1600,-1.28,9944700,1221179,2.0,715619552.0,57520250.0,3.94,1436700.0,176667.0,1182000.0,144961.0,0.0,0.0,0.0,0.0,1436700.0,176667.0,1182000.0,144961.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-08-05,10415200,1254100,173209141,118600,-4600,-3.73,10415200,1254100,0.0,715619552.0,56840449.0,3.89,2134200.0,256997.0,2872000.0,345909.0,0.0,0.0,0.0,0.0,2134200.0,256997.0,2872000.0,345909.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-08-06,7021850,847027,176422126,120800,2200,1.85,6728100,812059,1.0,715619552.0,56748548.0,3.89,1439000.0,173728.0,2355700.0,284202.0,209100.0,25238.0,239100.0,28942.0,1648100.0,198965.0,2594800.0,313143.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-08-07,2822800,341315,178174664,122000,1200,0.99,2822800,341315,1.0,715619552.0,56489876.0,3.87,1007600.0,122055.0,704900.0,85090.0,0.0,0.0,0.0,0.0,1007600.0,122055.0,704900.0,85090.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-08-08,3231431,393129,177298395,121400,-600,-0.49,2654900,322995,0.0,715619552.0,58355130.0,4.0,919200.0,111772.0,897000.0,109211.0,576531.0,70134.0,576531.0,70134.0,1495731.0,181905.0,1473531.0,179345.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-08-09,6011400,748943,185330860,126900,5500,4.53,5496400,684744,1.0,715619552.0,59821871.0,4.1,2076800.0,258798.0,800800.0,99297.0,515000.0,64201.0,515000.0,64201.0,2591800.0,322999.0,1315800.0,163498.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-08-12,6775001,872913,189858249,130000,3100,2.44,6183500,797496,2.0,715619552.0,58327789.0,3.99,2168400.0,279329.0,1000800.0,129091.0,500000.0,64608.0,500000.0,64608.0,2668400.0,343937.0,1500800.0,193699.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-08-13,4362901,563715,189420114,129700,-300,-0.23,4097900,529462,1.0,715619552.0,57000310.0,3.9,1515700.0,195960.0,891400.0,115049.0,187000.0,24155.0,217000.0,28013.0,1702700.0,220115.0,1108400.0,143063.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-08-14,3822200,489612,189128025,129500,-200,-0.15,2862200,372246,2.0,715619552.0,56285627.0,3.85,952100.0,123682.0,579300.0,75268.0,150000.0,19486.0,170000.0,22015.0,1102100.0,143169.0,749300.0,97283.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-08-15,2305600,296851,187959666,128700,-800,-0.62,2257600,290611,1.0,715619552.0,56334130.0,3.86,817300.0,105192.0,201700.0,25989.0,0.0,0.0,0.0,0.0,817300.0,105192.0,201700.0,25989.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-08-16,5486600,714680,190734517,130600,1900,1.48,5093600,663590,2.0,715619552.0,56449371.0,3.87,847300.0,110389.0,646700.0,84092.0,0.0,0.0,0.0,0.0,847300.0,110389.0,646700.0,84092.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-08-19,2554862,333416,190588473,130500,-100,-0.08,2498400,326051,2.0,715619552.0,56201318.0,3.85,267800.0,34937.0,505700.0,65959.0,36400.0,4745.0,36400.0,4745.0,304200.0,39683.0,542100.0,70705.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-08-20,3984400,523952,192048921,131500,1000,0.77,3741400,492119,2.0,715619552.0,56135326.0,3.84,1186400.0,155996.0,211500.0,27852.0,0.0,0.0,0.0,0.0,1186400.0,155996.0,211500.0,27852.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-08-21,6471900,855021,194969817,133500,2000,1.52,6119700,808777,0.0,715619552.0,55595653.0,3.81,2677900.0,353955.0,606900.0,80108.0,0.0,0.0,0.0,0.0,2677900.0,353955.0,606900.0,80108.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-08-22,3560500,477023,195407951,133800,300,0.22,3020500,404697,1.0,715619552.0,52068658.0,3.57,1354720.0,181445.0,321675.0,43100.0,500000.0,66992.0,500000.0,66992.0,1854720.0,248436.0,821675.0,110091.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-08-23,3325001,442160,194385638,133100,-700,-0.52,3055000,406247,1.0,715619552.0,50776306.0,3.48,1496170.0,198989.0,576595.0,76670.0,270000.0,35914.0,270000.0,35914.0,1766170.0,234903.0,846595.0,112584.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-08-26,2758200,364394,192048921,131500,-1600,-1.2,2590300,342213,2.0,715619552.0,50849358.0,3.48,534200.0,70572.0,116300.0,15414.0,167900.0,22182.0,167900.0,22182.0,702100.0,92754.0,284200.0,37596.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-08-27,2989900,393505,193509369,132500,1000,0.76,2338500,308172,1.0,715619552.0,50155428.0,3.43,1015605.0,133869.0,92548.0,12193.0,0.0,0.0,0.0,0.0,1015605.0,133869.0,92548.0,12193.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-08-28,2909701,388745,194677727,133300,800,0.6,2711500,362337,0.0,715619552.0,49464468.0,3.39,1267555.0,169377.0,227238.0,30368.0,198200.0,26409.0,198200.0,26409.0,1465755.0,195786.0,425438.0,56777.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-08-29,2637701,351244,195261906,133700,400,0.3,2092700,278675,0.0,715619552.0,49580768.0,3.39,1082100.0,144145.0,238200.0,31696.0,525000.0,69912.0,525000.0,69912.0,1607100.0,214057.0,763200.0,101607.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-08-30,3379800,454881,196868399,134800,1100,0.82,3315800,446145,2.0,715619552.0,47169389.0,3.23,1422600.0,191350.0,24500.0,3293.0,0.0,0.0,0.0,0.0,1422600.0,191350.0,24500.0,3293.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300
2024-09-04,4735200,626701,194239593,133000,-1800,-1.34,4535200,600247,2.0,715619552.0,47396627.0,3.25,1154600.0,153096.0,1762600.0,233163.0,400000.0,52911.0,400000.0,52911.0,1554600.0,206007.0,2162600.0,286074.0,5618,5.81,23.23,12.5,1873810000000.0,12332109,96911000,135081700,119291500
2024-09-05,8055600,1051193,190734517,130600,-2400,-1.8,8055600,1051193,1.0,715619552.0,46480237.0,3.18,1836700.0,239256.0,3917600.0,511464.0,0.0,0.0,0.0,0.0,1836700.0,239256.0,3917600.0,511464.0,5618,5.81,23.23,12.5,1873810000000.0,12332109,96911000,135081700,119291500
2024-09-06,4251400,560476,192925190,132100,1500,1.15,3821400,503724,1.0,715619552.0,44667914.0,3.06,2215700.0,292082.0,672000.0,88493.0,400000.0,52793.0,430000.0,56753.0,2615700.0,344875.0,1102000.0,145247.0,5618,5.81,23.23,12.5,1873810000000.0,12332109,96911000,135081700,119291500
2024-09-09,2885201,377085,191756831,131300,-800,-0.61,2885200,377085,0.0,715619552.0,44214926.0,3.03,606000.0,79334.0,1439600.0,188125.0,0.0,0.0,0.0,0.0,606000.0,79334.0,1439600.0,188125.0,5618,5.81,23.23,12.5,1873810000000.0,12332109,96911000,135081700,119291500
2024-09-10,4195101,546653,189858249,130000,-1300,-0.99,4195100,546653,1.0,715619552.0,46293277.0,3.17,1235382.0,160995.0,2037939.0,265692.0,0.0,0.0,0.0,0.0,1235382.0,160995.0,2037939.0,265692.0,5618,5.81,23.23,12.5,1873810000000.0,12332109,96911000,135081700,119291500
2024-09-11,3590400,468331,190734517,130600,600,0.46,3190400,416155,2.0,715619552.0,44991604.0,3.08,1949700.0,254325.0,879040.0,114476.0,400000.0,52176.0,400000.0,52176.0,2349700.0,306501.0,1279040.0,166652.0,5618,5.81,23.23,12.5,1873810000000.0,12332109,96911000,135081700,119291500
2024-09-12,4368000,576317,193217279,132300,1700,1.3,4118000,543297,1.0,715619552.0,44236758.0,3.03,2194446.0,289430.0,1311030.0,172728.0,250000.0,33020.0,250000.0,33020.0,2444446.0,322450.0,1561030.0,205748.0,5618,5.81,23.23,12.5,1873810000000.0,12332109,96911000,135081700,119291500
2024-09-13,3935700,523101,194239593,133000,700,0.53,3186800,423783,0.0,715619552.0,44585697.0,3.05,1695000.0,225442.0,167400.0,22241.0,627900.0,83498.0,687900.0,91424.0,2322900.0,308940.0,855300.0,113666.0,5618,5.81,23.23,12.5,1873810000000.0,12332109,96911000,135081700,119291500
2024-09-16,2295700,302263,191464741,131100,-1900,-1.43,1915700,252145,1.0,715619552.0,44837442.0,3.07,531295.0,69888.0,207300.0,27306.0,380000.0,50118.0,300000.0,39486.0,911295.0,120006.0,507300.0,66792.0,5618,5.81,23.23,12.5,1873810000000.0,12332109,96911000,135081700,119291500
2024-09-17,3621400,482742,194093548,132900,1800,1.37,2651400,350670,1.0,715619552.0,44293152.0,3.03,1855320.0,245342.0,409400.0,54184.0,0.0,0.0,20000.0,2572.0,1855320.0,245342.0,429400.0,56756.0,5618,5.81,23.23,12.5,1873810000000.0,12332109,96911000,135081700,119291500
2024-09-18,5449600,731997,196576310,134600,1700,1.28,5379600,722775,2.0,715619552.0,42427346.0,2.91,2093206.0,280901.0,1244625.0,167112.0,0.0,0.0,70000.0,9222.0,2093206.0,280901.0,1314625.0,176334.0,5618,5.81,23.23,12.5,1873810000000.0,12332109,96911000,135081700,119291500
2024-09-19,5154300,695884,197452579,135200,600,0.45,5154300,695884,1.0,715619552.0,40738683.0,2.79,1895963.0,255777.0,1633745.0,220341.0,0.0,0.0,0.0,0.0,1895963.0,255777.0,1633745.0,220341.0,5618,5.81,23.23,12.5,1873810000000.0,12332109,96911000,135081700,119291500
2024-09-20,3719700,506352,197598623,135300,100,0.07,3719700,506352,0.0,715619552.0,39984382.0,2.74,1183201.0,160994.0,1318487.0,179378.0,0.0,0.0,0.0,0.0,1183201.0,160994.0,1318487.0,179378.0,5618,5.81,23.23,12.5,1873810000000.0,12332109,96911000,135081700,119291500
2024-09-23,3482200,462669,195700041,134000,-1300,-0.96,2441200,327877,0.0,715619552.0,40619322.0,2.78,715685.0,96269.0,666100.0,89470.0,440000.0,59009.0,440000.0,59009.0,1155685.0,155278.0,1106100.0,148478.0,5618,5.81,23.23,12.5,1873810000000.0,12332109,96911000,135081700,119291500
2024-09-24,2755516,367917,196430265,134500,500,0.37,2011400,269631,1.0,715619552.0,41595917.0,2.85,657150.0,88097.0,528218.0,70771.0,530000.0,71050.0,560000.0,74929.0,1187150.0,159147.0,1088218.0,145700.0,5618,5.81,23.23,12.5,1873810000000.0,12332109,96911000,135081700,119291500
2024-09-25,4679900,628229,196868399,134800,300,0.22,4479900,601385,1.0,715619552.0,40757401.0,2.79,2157003.0,289628.0,1824696.0,244890.0,200000.0,26845.0,200000.0,26845.0,2357003.0,316473.0,2024696.0,271735.0,5618,5.81,23.23,12.5,1873810000000.0,12332109,96911000,135081700,119291500
2024-09-26,3080600,413686,196138175,134300,-500,-0.37,2815600,378102,1.0,715619552.0,40552917.0,2.78,900584.0,120920.0,896449.0,120341.0,265000.0,35585.0,265000.0,35585.0,1165584.0,156505.0,1161449.0,155926.0,5618,5.81,23.23,12.5,1873810000000.0,12332109,96911000,135081700,119291500
2024-09-27,3552800,475614,195992130,134200,-100,-0.07,3352800,448848,1.0,715619552.0,39232820.0,2.69,1880715.0,251811.0,1112286.0,148881.0,200000.0,26767.0,200000.0,26767.0,2080715.0,278579.0,1312286.0,175649.0,5618,5.81,23.23,12.5,1873810000000.0,12332109,96911000,135081700,119291500
2024-09-30,3278500,438011,196430265,134500,300,0.22,3030500,404863,1.0,715619552.0,39274758.0,2.69,1788758.0,239009.0,1455825.0,194202.0,248000.0,33148.0,248000.0,33148.0,2036758.0,272157.0,1703825.0,227350.0,5618,5.81,23.23,12.5,1873810000000.0,12332109,96911000,135081700,119291500
2024-10-01,6887000,936206,198474892,135900,1400,1.04,4725900,642311,2.0,715619552.0,37495846.0,2.57,2675361.0,363605.0,255201.0,34650.0,161100.0,21896.0,161100.0,21896.0,2836461.0,385501.0,416301.0,56545.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-02,2369200,320553,197744668,135400,-500,-0.37,1719800,232879,2.0,715619552.0,37594785.0,2.57,1013347.0,137232.0,130300.0,17638.0,177000.0,23984.0,567100.0,76812.0,1190347.0,161216.0,697400.0,94450.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-03,3631801,491217,195700041,134000,-1400,-1.03,2300800,311077,2.0,715619552.0,38888592.0,2.66,162018.0,21946.0,578250.0,78248.0,0.0,0.0,0.0,0.0,162018.0,21946.0,578250.0,78248.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-04,1468400,196794,195846086,134100,100,0.07,1468400,196794,2.0,715619552.0,38953219.0,2.67,190574.0,25528.0,228130.0,30542.0,0.0,0.0,0.0,0.0,190574.0,25528.0,228130.0,30542.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-07,1901501,254742,195846086,134100,0,0.0,1330500,178342,1.0,715619552.0,39329732.0,2.69,143887.0,19292.0,326500.0,43759.0,0.0,0.0,0.0,0.0,143887.0,19292.0,326500.0,43759.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-08,2108601,282819,195407951,133800,-300,-0.22,2108600,282819,2.0,715619552.0,39568205.0,2.71,339777.0,45539.0,740761.0,99312.0,0.0,0.0,0.0,0.0,339777.0,45539.0,740761.0,99312.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-09,2819900,381343,197744668,135400,1600,1.2,2619900,354277,1.0,715619552.0,38954185.0,2.67,842150.0,113874.0,307600.0,41578.0,200000.0,27068.0,200000.0,27068.0,1042150.0,140941.0,507600.0,68646.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-10,10102200,1412918,206945491,141700,6300,4.65,9952200,1392002,2.0,715619552.0,36402984.0,2.49,2857701.0,399426.0,549300.0,77167.0,20000.0,2788.0,100000.0,14019.0,2877701.0,402214.0,649300.0,91186.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-11,3863600,543221,203878550,139600,-2100,-1.48,3813600,536152,1.0,715619552.0,36397694.0,2.49,709051.0,99696.0,1384100.0,194429.0,50000.0,7069.0,50000.0,7069.0,759051.0,106765.0,1434100.0,201498.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-14,5635300,781315,200957654,137600,-2000,-1.43,5605300,777265,0.0,715619552.0,40112527.0,2.75,948066.0,131452.0,2211400.0,307226.0,0.0,0.0,30000.0,4050.0,948066.0,131452.0,2241400.0,311276.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-15,2910800,400187,201536478,137000,-600,-0.44,2860800,392997,1.0,715619552.0,36206008.0,2.46,220520.0,30269.0,1079120.0,148270.0,0.0,0.0,0.0,0.0,220520.0,30269.0,1079120.0,148270.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-16,2796001,381672,200506730,136300,-700,-0.51,2756000,376146,2.0,715619552.0,37467357.0,2.55,102751.0,14009.0,615129.0,83966.0,20000.0,2826.0,20000.0,2700.0,122751.0,16835.0,635129.0,86666.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-17,3769200,518205,201536478,137000,700,0.51,2579200,351605,2.0,715619552.0,39708757.0,2.7,675200.0,91963.0,821300.0,112037.0,0.0,0.0,0.0,0.0,675200.0,91963.0,821300.0,112037.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-18,2169401,297523,201536478,137000,0,0.0,2169400,297523,0.0,715619552.0,39343287.0,2.67,769240.0,105434.0,609138.0,83506.0,0.0,0.0,0.0,0.0,769240.0,105434.0,609138.0,83506.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-21,2861300,390792,199329874,135500,-1500,-1.09,2681300,366269,1.0,715619552.0,39304816.0,2.67,673600.0,92306.0,1139170.0,155568.0,180000.0,24524.0,180000.0,24524.0,853600.0,116830.0,1319170.0,180092.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-22,6174500,828775,195799308,133100,-2400,-1.77,6009200,806437,2.0,715619552.0,39269295.0,2.67,856896.0,115352.0,930841.0,125142.0,65300.0,8738.0,65300.0,8738.0,922196.0,124090.0,996141.0,133880.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-23,3015101,403480,197417484,134200,1100,0.83,3015100,403480,0.0,715619552.0,39198655.0,2.66,679778.0,91012.0,399648.0,53435.0,0.0,0.0,0.0,0.0,679778.0,91012.0,399648.0,53435.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-24,2277201,305372,197564591,134300,100,0.07,2277200,305372,1.0,715619552.0,39250210.0,2.67,1087615.0,145790.0,564800.0,75634.0,0.0,0.0,0.0,0.0,1087615.0,145790.0,564800.0,75634.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-25,1839000,246286,197123271,134000,-300,-0.22,1839000,246286,1.0,715619552.0,39664051.0,2.7,517000.0,69219.0,482354.0,64547.0,0.0,0.0,0.0,0.0,517000.0,69219.0,482354.0,64547.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-28,1506001,202644,198447233,134900,900,0.67,1506000,202644,2.0,715619552.0,39659396.0,2.7,404303.0,54395.0,34300.0,4601.0,0.0,0.0,0.0,0.0,404303.0,54395.0,34300.0,4601.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-29,2649200,357688,199182767,135400,500,0.37,2459200,332036,2.0,715619552.0,39337886.0,2.67,887810.0,119864.0,988119.0,133370.0,190000.0,25654.0,190000.0,25654.0,1077810.0,145518.0,1178119.0,159024.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-30,2059800,279238,199918302,135900,500,0.37,1709800,231778,0.0,715619552.0,38791073.0,2.64,1029167.0,139445.0,225717.0,30577.0,350000.0,47461.0,350000.0,47461.0,1379167.0,186906.0,575717.0,78038.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-10-31,1341700,182016,199918302,135900,0,0.0,1241700,168453,2.0,715619552.0,38390253.0,2.61,435120.0,59014.0,472700.0,64099.0,100000.0,13563.0,100000.0,13563.0,535120.0,72577.0,572700.0,77662.0,5652,5.55,23.8,12.35,2088850000000.0,9420669,70939800,122299500,110238700
2024-11-01,2667500,358246,198005912,134600,-1300,-0.96,2667500,358246,2.0,715619552.0,38784259.0,2.64,594113.0,79874.0,973225.0,130734.0,0.0,0.0,0.0,0.0,594113.0,79874.0,973225.0,130734.0,5652,5.55,23.8,12.35,2088850000000.0,9384944,68748900,120487000,117352300
2024-11-04,3757900,501176,195357988,132800,-1800,-1.34,3182900,424072,1.0,715619552.0,38324966.0,2.61,685010.0,91260.0,1443815.0,192329.0,188000.0,25015.0,188000.0,25015.0,873010.0,116275.0,1631815.0,217345.0,5652,5.55,23.8,12.35,2088850000000.0,9384944,68748900,120487000,117352300
2024-11-05,2741100,366993,195063774,132600,-200,-0.15,1657100,220031,1.0,715619552.0,38623356.0,2.63,174310.0,23151.0,601011.0,79777.0,93000.0,12377.0,224000.0,30038.0,267310.0,35527.0,825011.0,109814.0,5652,5.55,23.8,12.35,2088850000000.0,9384944,68748900,120487000,117352300
2024-11-06,1801500,241407,198005912,134600,2000,1.51,1801500,241407,1.0,715619552.0,39314481.0,2.67,282100.0,37792.0,350200.0,46916.0,0.0,0.0,0.0,0.0,282100.0,37792.0,350200.0,46916.0,5652,5.55,23.8,12.35,2088850000000.0,9384944,68748900,120487000,117352300
2024-11-07,4526500,614647,198741447,135100,500,0.37,3570500,484914,1.0,715619552.0,40299796.0,2.74,458500.0,62105.0,276710.0,37518.0,0.0,0.0,0.0,0.0,458500.0,62105.0,276710.0,37518.0,5652,5.55,23.8,12.35,2088850000000.0,9384944,68748900,120487000,117352300
2024-11-08,2106300,286090,199771195,135800,700,0.52,2106300,286090,1.0,715619552.0,40747528.0,2.77,284279.0,38585.0,140213.0,19013.0,0.0,0.0,0.0,0.0,284279.0,38585.0,140213.0,19013.0,5652,5.55,23.8,12.35,2088850000000.0,9384944,68748900,120487000,117352300
2024-11-11,5292000,728542,203448868,138300,2500,1.84,5292000,728542,2.0,715619552.0,40753943.0,2.77,343785.0,47299.0,308550.0,42380.0,0.0,0.0,0.0,0.0,343785.0,47299.0,308550.0,42380.0,5652,5.55,23.8,12.35,2088850000000.0,9384944,68748900,120487000,117352300
2024-11-12,2964700,405661,201242264,136800,-1500,-1.08,2914700,398840,0.0,715619552.0,40604167.0,2.76,426486.0,58390.0,763970.0,104380.0,50000.0,6821.0,50000.0,6821.0,476486.0,65211.0,813970.0,111201.0,5652,5.55,23.8,12.35,2088850000000.0,9384944,68748900,120487000,117352300
2024-11-13,3625400,497656,202713333,137800,1000,0.73,3455400,474344,2.0,715619552.0,39940773.0,2.72,803607.0,110301.0,1010800.0,138604.0,170000.0,23312.0,170000.0,23312.0,973607.0,133613.0,1180800.0,161916.0,5652,5.55,23.8,12.35,2088850000000.0,9384944,68748900,120487000,117352300
2024-11-14,4911301,676812,200065409,136000,-1800,-1.31,4736300,652751,1.0,715619552.0,39916513.0,2.71,332810.0,45898.0,1784007.0,245770.0,155000.0,21271.0,155000.0,21271.0,487810.0,67169.0,1939007.0,267041.0,5652,5.55,23.8,12.35,2088850000000.0,9384944,68748900,120487000,117352300
2024-11-15,6563600,878197,196976164,133900,-2100,-1.54,6563600,878197,0.0,715619552.0,40154479.0,2.73,523004.0,69859.0,3049097.0,408113.0,0.0,0.0,0.0,0.0,523004.0,69859.0,3049097.0,408113.0,5652,5.55,23.8,12.35,2088850000000.0,9384944,68748900,120487000,117352300
2024-11-18,3993401,533015,197123271,134000,100,0.07,3903400,520995,1.0,715619552.0,40112708.0,2.73,1032571.0,137839.0,1244275.0,166004.0,90000.0,12020.0,90000.0,12020.0,1122571.0,149860.0,1334275.0,178024.0,5652,5.55,23.8,12.35,2088850000000.0,9384944,68748900,120487000,117352300
2024-11-19,9152800,1211171,191238994,130000,-4000,-2.99,7642800,1000801,0.0,715619552.0,40311900.0,2.74,1550815.0,202905.0,3233524.0,424029.0,0.0,0.0,700000.0,99400.0,1550815.0,202905.0,3933524.0,523429.0,5652,5.55,23.8,12.35,2088850000000.0,9384944,68748900,120487000,117352300
2024-11-20,9620300,1247809,194769560,132400,2400,1.85,8460300,1092049,1.0,715619552.0,41378795.0,2.81,1982202.0,260106.0,3984560.0,510836.0,0.0,0.0,0.0,0.0,1982202.0,260106.0,3984560.0,510836.0,5652,5.55,23.8,12.35,2088850000000.0,9384944,68748900,120487000,117352300
2024-11-21,4329001,565732,195652201,133000,600,0.45,3176700,419155,1.0,715619552.0,41246023.0,2.8,643047.0,85038.0,1125832.0,148301.0,1006300.0,127251.0,306300.0,40451.0,1649347.0,212289.0,1432132.0,188752.0,5652,5.55,23.8,12.35,2088850000000.0,9384944,68748900,120487000,117352300
2024-11-22,5575900,755990,196976164,133900,900,0.68,2915900,389768,2.0,720823899.0,49616656.0,3.37,695238.0,92936.0,245643.0,32821.0,0.0,0.0,0.0,0.0,695238.0,92936.0,245643.0,32821.0,5652,5.55,23.8,12.35,2088850000000.0,9384944,68748900,120487000,117352300
2024-11-25,6637700,910555,196976164,133900,0,0.0,1849700,247302,2.0,720823899.0,52787600.0,3.59,779616.0,104248.0,259500.0,34673.0,0.0,0.0,700000.0,99505.0,779616.0,104248.0,959500.0,134178.0,5652,5.55,23.8,12.35,2088850000000.0,9384944,68748900,120487000,117352300
2024-11-26,4501100,607440,198888554,135200,1300,0.97,4176100,562870,2.0,720823899.0,52260516.0,3.55,1580916.0,213138.0,561374.0,75512.0,0.0,0.0,0.0,0.0,1580916.0,213138.0,561374.0,75512.0,5652,5.55,23.8,12.35,2088850000000.0,9384944,68748900,120487000,117352300
2024-11-27,13316300,1835254,204331510,138900,3700,2.74,9814300,1358066,0.0,720823899.0,46583983.0,3.17,5093076.0,704573.0,832973.0,115129.0,950000.0,123620.0,250000.0,34720.0,6043076.0,828193.0,1082973.0,149849.0,5652,5.55,23.8,12.35,2088850000000.0,9384944,68748900,120487000,117352300
2024-11-28,7158700,993870,205067044,139400,500,0.36,4742700,660343,1.0,720823899.0,45243503.0,3.08,2265980.0,315542.0,626102.0,87230.0,0.0,0.0,0.0,0.0,2265980.0,315542.0,626102.0,87230.0,5652,5.55,23.8,12.35,2088850000000.0,9384944,68748900,120487000,117352300
2024-11-29,13487700,1924458,212275283,144300,4900,3.52,11586700,1652176,2.0,720823899.0,42501270.0,2.89,3286607.0,467109.0,1618291.0,230067.0,841000.0,120264.0,841000.0,120264.0,4127607.0,587373.0,2459291.0,350331.0,5652,5.55,23.8,12.35,2088850000000.0,9384944,68748900,120487000,117352300
2024-12-02,7940530,1144117,209186038,142200,-1100,-0.77,6616800,949437,0.0,720823899.0,41635233.0,2.83,1699010.0,243964.0,2842500.0,407694.0,323730.0,46680.0,323730.0,46680.0,2022740.0,290644.0,3166230.0,454374.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
2024-12-03,6971700,1003777,213305032,145000,2800,1.97,5103700,734265,2.0,720823899.0,40933044.0,2.78,1328291.0,191112.0,1715830.0,246740.0,0.0,0.0,0.0,0.0,1328291.0,191112.0,1715830.0,246740.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
2024-12-04,7749101,1128988,211098428,143500,-1500,-1.03,5609100,813743,2.0,720823899.0,41817525.0,2.84,733810.0,106438.0,1659634.0,240640.0,500000.0,72530.0,500000.0,72530.0,1233810.0,178967.0,2159634.0,313170.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
