No.,Indicator,Industry,Stocks,2023,2024,6M_2023,6M_2024,9M_2023,9M_2024,Q1_2023,Q1_2024,Q2_2023,Q2_2024,Q3_2023,Q3_2024,Q4_2023,Q4_2024
83,1. Vốn góp của chủ sở hữu,Phần mềm,"FPT, CMG, ELC, PIA,","15,461,859,480,000","15,582,592,600,000","13,176,064,970,000","17,380,774,390,000","15,226,747,140,000","17,380,356,390,000","13,103,014,470,000","15,465,982,480,000","13,176,064,970,000","17,380,774,390,000","15,226,747,140,000","17,380,356,390,000","15,461,859,480,000","15,582,592,600,000"
84, Cổ phiếu phổ thông có quyền biểu quyết,Phần mềm,"FPT, CMG, ELC, PIA,","15,461,859,480,000","15,582,592,600,000","13,176,064,970,000","17,380,774,390,000","15,226,747,140,000","17,380,356,390,000","13,103,014,470,000","15,465,982,480,000","13,176,064,970,000","17,380,774,390,000","15,226,747,140,000","17,380,356,390,000","15,461,859,480,000","15,582,592,600,000"
85,2. Thặng dư vốn cổ phần,Phần mềm,"FPT, CMG, ELC, PIA,","76,775,753,811","49,713,213,411","466,339,947,527","76,775,753,811","162,185,537,527","76,775,753,811","466,339,947,527","76,775,753,811","466,339,947,527","76,775,753,811","162,185,537,527","76,775,753,811","87,408,683,481","49,713,213,411"
86,4. Vốn khác của chủ sở hữu,Phần mềm,"FPT, CMG, ELC, PIA,","2,300,264,822,535","1,929,012,703,454","1,507,977,683,880","2,299,742,370,749","1,550,627,673,425","2,299,742,370,749","1,507,977,683,880","2,299,742,370,749","1,507,977,683,880","2,299,742,370,749","1,550,627,673,425","2,299,742,370,749","2,300,164,963,425","1,929,012,703,454"
87,5. Cổ phiếu quỹ (*),Phần mềm,"FPT, CMG, ELC, PIA,",,,"-181,000,000","-418,000,000",,"-28,000,000",,"-286,000,000","-181,000,000","-418,000,000",,"-28,000,000",,
88,7. Chênh lệch tỷ giá hối đoái,Phần mềm,"FPT, CMG, ELC, PIA,","-20,581,023,906","-49,482,336,677","-65,441,604,671","-62,312,833,318","-48,925,792,792","-31,599,310,473","-41,040,685,872","-37,428,623,429","-62,811,569,270","-49,817,283,460","-48,925,792,792","-31,599,310,473","-16,316,308,871","-49,482,336,677"
89,8. Quỹ đầu tư phát triển,Phần mềm,"FPT, CMG, ELC, PIA,","1,576,443,009,660","2,136,861,875,085","1,243,755,065,080","1,717,708,689,002","1,335,843,930,827","1,813,779,817,652","1,188,477,232,246","1,653,368,700,330","1,243,755,065,080","1,717,708,689,002","1,335,843,930,827","1,813,779,817,652","1,588,030,750,888","2,136,861,875,085"
90,10. Quỹ khác thuộc vốn chủ sở hữu,Phần mềm,"FPT, CMG, ELC, PIA,","92,403,093,024","92,930,484,825","92,403,093,024","92,930,484,825","92,403,093,024","92,930,484,825","92,403,093,024","92,930,484,825","92,403,093,024","92,930,484,825","92,403,093,024","92,930,484,825","92,403,093,024","92,930,484,825"
91,11. Lợi nhuận sau thuế chưa phân phối,Phần mềm,"FPT, CMG, ELC, PIA,","9,153,669,450,003","11,249,339,083,951","11,238,450,667,280","9,747,433,373,877","8,891,586,995,694","11,965,094,687,841","9,734,030,502,896","11,038,196,308,391","11,239,680,555,406","9,745,126,227,329","8,891,586,995,694","11,965,094,687,841","9,158,034,854,096","11,249,339,083,951"
92, LNST chưa phân phối lũy kế đến cuối kỳ trước,Phần mềm,"FPT, CMG, ELC, PIA,","4,529,946,822,685","5,580,362,490,688","8,084,525,366,009","5,915,981,514,276","5,379,218,728,417","5,916,820,777,498","8,154,776,955,128","9,150,655,183,148","8,074,781,505,140","5,912,820,512,729","5,379,218,728,417","5,916,820,777,498","4,549,636,603,336","5,580,362,490,688"
93, LNST chưa phân phối kỳ này,Phần mềm,"FPT, CMG, ELC, PIA,","4,623,722,627,318","5,668,976,593,263","3,153,925,301,271","3,831,451,859,601","3,512,368,267,277","6,048,273,910,343","1,579,253,547,768","1,887,541,125,243","3,164,899,050,266","3,832,305,714,600","3,512,368,267,277","6,048,273,910,343","4,608,398,250,760","5,668,976,593,263"
94,13. Lợi ích cổ đông không kiểm soát,Phần mềm,"FPT, CMG, ELC, PIA,","5,854,952,947,087","6,126,145,862,640","5,145,126,532,296","6,147,884,899,201","5,479,619,845,287","6,595,336,411,100","5,159,139,816,731","5,803,409,894,923","5,145,920,259,806","6,197,025,950,815","5,479,619,845,287","6,595,336,411,100","5,837,559,782,868","6,126,145,862,640"
95,II. Nguồn kinh phí và quỹ khác,Phần mềm,"FPT, CMG, ELC, PIA,","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000"
96,1. Nguồn kinh phí,Phần mềm,"FPT, CMG, ELC, PIA,","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000","2,750,000,000"
97,TỔNG CỘNG NGUỒN VỐN,Phần mềm,"FPT, CMG, ELC, PIA,","69,052,143,492,621","74,106,188,643,250","68,793,526,225,960","74,596,188,446,576","70,838,678,536,134","76,971,939,147,577","58,926,364,981,142","70,973,704,711,619","68,873,750,419,413","74,679,375,289,550","70,838,678,536,134","76,971,939,147,577","69,165,133,079,621","74,106,188,643,250"
98,1. Doanh thu bán hàng và cung cấp dịch vụ,Phần mềm,"FPT, CMG, ELC, PIA,","61,068,118,348,967","63,921,691,561,746","27,887,417,285,620","33,641,205,735,708","44,128,072,850,749","52,125,684,809,210","13,554,055,041,065","16,011,154,887,668","14,337,115,064,148","17,626,508,607,095","16,240,655,565,129","18,484,479,073,502","16,921,250,609,927","18,083,467,545,887"
99,2. Các khoản giảm trừ doanh thu,Phần mềm,"FPT, CMG, ELC, PIA,","9,883,092,940","113,857,783,268","2,930,425,370","1,034,856,277","4,064,971,906","73,197,440,220","2,722,453,552","581,483,777","207,971,818","665,872,500","1,134,546,536","72,162,583,943","5,818,121,034","43,247,573,048"
100,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,Phần mềm,"FPT, CMG, ELC, PIA,","61,058,235,256,027","63,807,833,778,478","27,884,486,860,250","33,640,170,879,431","44,124,007,878,843","52,052,487,368,990","13,551,332,587,513","16,010,573,403,891","14,336,907,092,330","17,625,842,734,595","16,239,521,018,593","18,412,316,489,559","16,915,432,488,893","18,040,219,972,839"
101,4. Giá vốn hàng bán,Phần mềm,"FPT, CMG, ELC, PIA,","39,116,326,281,962","39,703,689,876,919","17,999,641,366,100","21,724,738,267,818","28,247,034,115,567","33,470,231,083,998","8,642,338,595,029","10,133,179,945,953","9,365,604,079,168","11,588,487,748,557","10,247,392,749,467","11,745,492,816,180","10,857,898,806,990","11,404,151,680,235"
102,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Phần mềm,"FPT, CMG, ELC, PIA,","21,941,908,974,065","24,104,143,901,559","9,884,845,494,150","11,915,432,611,613","15,876,973,763,276","18,582,256,284,992","4,908,993,992,484","5,877,393,457,938","4,971,303,013,162","6,037,354,986,038","5,992,128,269,126","6,666,823,673,379","6,057,533,681,903","6,636,068,292,604"
103,6. Doanh thu hoạt động tài chính,Phần mềm,"FPT, CMG, ELC, PIA,","2,509,445,161,639","1,954,913,158,213","1,373,940,142,890","1,099,174,089,725","1,920,390,188,277","1,449,119,513,074","704,953,646,740","493,991,103,295","667,165,097,061","606,428,345,095","546,450,045,387","349,945,423,349","588,187,277,842","586,309,466,097"
104,7. Chi phí tài chính,Phần mềm,"FPT, CMG, ELC, PIA,","1,829,532,428,236","1,824,630,453,736","838,651,833,306","727,100,467,401","1,279,124,315,752","1,073,467,187,402","522,822,149,128","356,698,843,987","313,898,251,768","371,274,979,205","440,472,482,446","346,366,720,001","550,394,437,482","836,034,396,918"
105,Trong đó :Chi phí lãi vay,Phần mềm,"FPT, CMG, ELC, PIA,","919,433,542,050","554,678,191,545","410,580,766,986","327,615,129,298","702,136,422,937","481,932,157,164","168,672,363,767","156,236,865,152","236,077,072,782","171,378,264,146","291,555,655,951","154,317,027,866","224,536,180,876","135,577,187,130"
106,"8. Phần lãi/lỗ trong công ty liên doanh, liên kết",Phần mềm,"FPT, CMG, ELC, PIA,","81,489,630,823","393,450,841,071","-282,478,370","152,133,026,965","51,728,020,540","301,497,546,593","52,849,238,103","83,394,724,808","-53,114,500,010","68,738,302,157","52,010,498,910","149,364,519,628","65,378,743,429","117,814,326,987"
107,9. Chi phí bán hàng,Phần mềm,"FPT, CMG, ELC, PIA,","5,818,111,957,939","6,295,067,578,295","2,592,258,485,407","3,247,280,550,116","4,168,366,276,867","4,974,735,081,955","1,222,527,175,226","1,504,594,538,959","1,365,890,627,249","1,740,101,062,707","1,576,107,791,460","1,727,454,531,839","1,485,672,497,974","1,708,455,651,486"
108,10. Chi phí quản lý doanh nghiệp,Phần mềm,"FPT, CMG, ELC, PIA,","7,203,816,715,439","7,168,054,847,488","3,329,077,256,150","3,810,720,929,309","5,252,211,742,841","5,763,872,064,646","1,712,648,977,615","1,956,285,247,943","1,615,477,098,604","1,859,311,321,419","1,923,134,486,691","1,953,151,135,337","2,158,004,555,026","1,772,210,701,789"
109,11. Lợi nhuận thuần từ hoạt động kinh doanh,Phần mềm,"FPT, CMG, ELC, PIA,","9,681,382,664,913","11,164,755,021,324","4,498,515,583,807","5,381,637,781,477","7,149,389,636,633","8,520,799,010,656","2,208,798,575,358","2,637,200,655,152","2,290,087,632,592","2,741,834,269,959","2,650,874,052,826","3,139,161,229,179","2,517,028,212,692","3,023,491,335,495"
110,12. Thu nhập khác,Phần mềm,"FPT, CMG, ELC, PIA,","215,590,769,637","150,353,492,947","93,013,643,518","75,575,068,127","145,653,318,701","112,360,168,221","44,119,707,723","46,029,809,274","53,300,103,794","29,639,646,302","52,639,675,183","36,785,100,094","68,843,947,457","43,115,495,467"
111,13. Chi phí khác,Phần mềm,"FPT, CMG, ELC, PIA,","119,256,469,691","109,031,292,020","41,012,931,973","36,201,124,449","97,485,027,092","116,105,296,277","19,518,558,686","29,803,171,513","25,845,378,241","6,224,740,646","56,472,095,119","79,904,171,828","18,071,862,579","3,384,603,418"
112,14. Lợi nhuận khác,Phần mềm,"FPT, CMG, ELC, PIA,","96,334,299,946","41,322,200,927","52,000,711,545","39,373,943,678","48,168,291,609","-3,745,128,056","24,601,149,037","16,226,637,761","27,454,725,553","23,414,905,656","-3,832,419,936","-43,119,071,734","50,772,084,878","39,730,892,049"
113,15. Tổng lợi nhuận kế toán trước thuế,Phần mềm,"FPT, CMG, ELC, PIA,","9,777,716,964,859","11,206,077,222,251","4,550,516,295,352","5,421,011,725,155","7,197,557,928,242","8,517,053,882,600","2,233,399,724,395","2,653,427,292,913","2,317,542,358,145","2,765,249,175,615","2,647,041,632,890","3,096,042,157,445","2,567,800,297,570","3,063,222,227,544"
114,16. Chi phí thuế TNDN hiện hành,Phần mềm,"FPT, CMG, ELC, PIA,","1,496,756,746,059","1,950,791,252,391","669,858,681,289","981,240,510,656","1,041,857,131,942","1,447,436,106,239","323,036,369,625","406,601,360,471","346,823,690,644","574,803,717,970","371,998,450,653","466,195,595,583","445,425,220,134","554,157,348,618"
115,17. Chi phí thuế TNDN hoãn lại,Phần mềm,"FPT, CMG, ELC, PIA,","-6,453,179,797","-279,899,518,991","26,906,235,047","-197,775,282,508","35,474,301,349","-209,685,504,746","2,282,005,564","-17,062,980,821","24,624,229,483","-180,737,853,014","8,568,066,302","-11,910,222,239","-38,151,158,246","-70,687,608,117"
116,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,Phần mềm,"FPT, CMG, ELC, PIA,","8,287,413,398,597","9,535,185,488,851","3,853,751,379,016","4,637,546,497,007","6,120,226,494,951","7,279,303,281,107","1,908,081,349,206","2,263,888,913,263","1,946,094,438,018","2,371,183,310,659","2,266,475,115,935","2,641,756,784,101","2,160,526,235,682","2,579,752,487,043"
117,Lợi ích của cổ đông thiểu số,Phần mềm,"FPT, CMG, ELC, PIA,","1,394,888,144,082","1,575,761,064,255","688,964,792,299","806,094,637,406","1,053,845,024,549","1,222,009,347,478","328,827,801,439","376,383,344,913","360,136,990,861","426,383,164,409","364,880,232,250","415,914,710,072","341,068,230,591","408,950,032,100"
118,Lợi nhuận sau thuế của cổ đông của Công ty mẹ,Phần mềm,"FPT, CMG, ELC, PIA,","6,892,525,254,515","7,959,424,424,596","3,164,786,586,717","3,831,451,859,601","5,066,381,470,402","6,057,293,933,629","1,579,253,547,767","1,887,505,568,350","1,585,957,447,157","1,944,800,146,250","1,901,594,883,685","2,225,842,074,029","1,819,458,005,091","2,170,802,454,943"
119,19. Lãi cơ bản trên cổ phiếu,Phần mềm,"FPT, CMG, ELC, PIA,","10,850","9,677","4,212","4,615","7,159","7,154","1,513","1,689","3,062","2,942","2,474","2,538","3,673","3,934"
120,20. Lãi suy giảm trên cổ phiếu,Phần mềm,"FPT, CMG, ELC, PIA,","7,475","6,098","3,380","3,399","5,226","5,357","1,918","1,854","1,824","1,418","1,373","2,095",925,"1,905"
121,1. Lợi nhuận trước thuế,Phần mềm,"FPT, CMG, ELC, PIA,","9,777,716,964,859","11,206,077,222,251","4,550,516,295,352","5,421,011,725,155","7,197,557,928,242","8,517,053,882,600","2,233,395,831,076","2,653,427,292,913",,,,,,
122,Khấu hao TSCĐ và BĐSĐT,Phần mềm,"FPT, CMG, ELC, PIA,","2,665,550,257,252","2,574,132,171,033","1,232,396,835,601","1,451,285,615,560","1,880,212,449,217","2,269,574,415,347","600,024,249,867","717,603,701,346",,,,,,
123,Các khoản dự phòng,Phần mềm,"FPT, CMG, ELC, PIA,","718,914,697,147","1,115,800,529,332","153,709,506,865","95,036,906,140","173,911,430,331","291,076,358,613","127,272,597,051","79,329,877,536",,,,,,
124,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệchưa thực hiện",Phần mềm,"FPT, CMG, ELC, PIA,","-39,172,494,496","43,677,065,841","-99,000,267,225","-76,725,716,906","23,857,370,032","117,420,488,373","9,949,111,343","-22,573,364,361",,,,,,
125,"Lãi, lỗ từ hoạt động đầu tư",Phần mềm,"FPT, CMG, ELC, PIA,","-2,149,419,695,556","-1,738,466,847,304","-1,104,944,410,329","-823,293,839,411","-1,667,208,869,316","-1,294,938,370,887","-666,652,926,607","-374,347,657,613",,,,,,
126,Chi phí lãi vay,Phần mềm,"FPT, CMG, ELC, PIA,","919,433,542,050","554,678,191,545","410,897,581,452","327,615,129,298","702,136,422,937","481,932,157,164","168,672,363,767","156,236,865,152",,,,,,
127,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Phần mềm,"FPT, CMG, ELC, PIA,","11,893,023,271,256","13,755,898,332,698","5,143,575,541,716","6,394,929,819,836","8,310,466,731,443","10,382,118,931,210","2,472,661,226,497","3,209,676,714,973",,,,,,
128,"Tăng, giảm các khoản phải thu",Phần mềm,"FPT, CMG, ELC, PIA,","-1,292,993,975,389","-1,982,315,391,081","-102,868,901,857","-1,400,108,559,998","-1,119,148,994,812","-2,561,455,705,825","-313,621,079,404","-271,040,311,633",,,,,,
129,"Tăng, giảm hàng tồn kho",Phần mềm,"FPT, CMG, ELC, PIA,","514,140,043,412","-230,830,170,650","-134,329,390,838","-379,059,311,846","195,171,577,097","-565,790,074,229","-120,545,515,906","-328,322,297,221",,,,,,
130,"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",Phần mềm,"FPT, CMG, ELC, PIA,","1,359,485,523,824","4,017,245,730,266","-1,818,821,394,769","146,229,751,619","399,361,891,901","1,867,681,384,768","-2,561,314,170,694","-1,890,523,138,251",,,,,,
131,"Tăng, giảm chi phí trả trước",Phần mềm,"FPT, CMG, ELC, PIA,","63,509,727,363","-408,172,456,381","-96,733,364,779","-70,523,584,561","-171,459,426,140","-246,096,660,777","-151,427,643,636","-155,564,062,400",,,,,,
132,Tiền lãi vay đã trả,Phần mềm,"FPT, CMG, ELC, PIA,","-915,661,482,251","-610,122,187,197","-406,162,877,274","-320,677,641,600","-587,968,701,655","-548,042,557,126","-213,800,458,339","-178,515,104,604",,,,,,
133,Thuế thu nhập doanh nghiệp đã nộp,Phần mềm,"FPT, CMG, ELC, PIA,","-1,024,341,404,875","-1,222,681,452,835","-472,711,323,084","-910,371,808,255","-731,298,240,674","-1,138,582,030,566","-297,515,530,496","-665,352,050,015",,,,,,
134,Tiền thu khác từ hoạt động kinh doanh,Phần mềm,"FPT, CMG, ELC, PIA,",,,,,"-7,350,000","9,618,335,100",,,,,,,,
135,Tiền chi khác từ hoạt động kinh doanh,Phần mềm,"FPT, CMG, ELC, PIA,","-401,866,380,744","-473,826,308,114","-294,299,850,044","-418,647,153,143","-325,028,872,788","-399,469,499,508","-231,576,240,969","-374,167,171,436",,,,,,
136,Lưu chuyển tiền thuần từ hoạt động kinh doanh,Phần mềm,"FPT, CMG, ELC, PIA,","10,195,295,322,596","12,845,196,096,706","1,817,648,439,071","3,041,771,512,052","5,970,088,614,372","6,799,982,123,047","-1,417,139,412,947","-653,807,420,587",,,,,,
137,"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",Phần mềm,"FPT, CMG, ELC, PIA,","-4,830,570,577,617","-4,291,968,171,837","-2,584,289,523,168","-1,889,170,366,957","-3,843,943,871,364","-2,951,924,177,980","-1,294,776,431,860","-788,239,516,897",,,,,,
138,"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",Phần mềm,"FPT, CMG, ELC, PIA,","30,333,605,015","14,477,383,215","12,356,354,759","12,153,311,148","20,333,962,498","13,856,962,773","11,586,480,653","10,535,049,160",,,,,,
139,"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",Phần mềm,"FPT, CMG, ELC, PIA,","-35,005,864,513,418","-42,925,567,306,556","-21,094,825,379,481","-21,936,622,459,528","-27,374,940,490,788","-31,101,105,078,779","-6,986,687,619,194","-9,475,111,995,900",,,,,,
140,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",Phần mềm,"FPT, CMG, ELC, PIA,","32,071,425,692,985","37,180,144,129,903","13,920,631,738,340","18,037,553,393,163","20,917,613,905,202","27,576,166,511,911","6,360,959,698,623","7,294,227,540,484",,,,,,
141,5. Tiền chi đầu tư góp vốn vào đơn vị khác,Phần mềm,"FPT, CMG, ELC, PIA,","-1,774,619,182,518","-1,189,911,386,172","-448,593,586,950","-777,419,757,320","-732,481,637,940","-871,769,405,784","-317,015,795,863","-741,610,887,882",,,,,,
142,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,Phần mềm,"FPT, CMG, ELC, PIA,","103,344,504,605","113,909,846,048",,"31,812,360,000","97,609,906,000","31,812,360,000",,"31,812,360,000",,,,,,
143,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",Phần mềm,"FPT, CMG, ELC, PIA,","2,276,160,620,531","1,611,788,353,587","1,203,900,426,452","954,859,491,577","1,561,017,049,299","1,336,706,869,195","261,072,772,465","299,092,326,873",,,,,,
144,Lưu chuyển tiền thuần từ hoạt động đầu tư,Phần mềm,"FPT, CMG, ELC, PIA,","-7,129,789,850,417","-9,487,127,151,812","-8,990,819,970,048","-5,566,834,027,917","-9,354,791,177,093","-5,966,255,958,664","-1,964,860,895,176","-3,369,295,124,162",,,,,,
145,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",Phần mềm,"FPT, CMG, ELC, PIA,","95,753,420,000","173,342,989,874","73,050,500,000","14,553,000,000","80,051,130,000","71,684,819,874",,"4,553,000,000",,,,,,
146,"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",Phần mềm,"FPT, CMG, ELC, PIA,","-181,000,000",,"-181,000,000","-418,000,000","7,299,000,000","-446,000,000",,"-286,000,000",,,,,,
147,3. Tiền thu từ đi vay,Phần mềm,"FPT, CMG, ELC, PIA,","36,922,170,012,668","32,094,915,503,028","19,541,431,482,043","19,509,987,600,124","28,592,581,936,738","27,514,098,229,314","7,472,740,630,349","11,008,815,443,700",,,,,,
148,4. Tiền chi trả nợ gốc vay,Phần mềm,"FPT, CMG, ELC, PIA,","-34,933,632,969,437","-31,168,242,840,740","-12,001,537,304,777","-16,588,904,149,543","-21,229,993,878,286","-26,700,962,093,332","-7,229,243,884,507","-8,461,040,785,867",,,,,,
149,5. Tiền trả nợ gốc thuê tài chính,Phần mềm,"FPT, CMG, ELC, PIA,","-30,169,775,111","-2,305,346,865","-855,478,064,359","-681,960,672","-29,811,895,740","-2,082,660,479","-2,288,208,062","-345,563,252",,,,,,
150,"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",Phần mềm,"FPT, CMG, ELC, PIA,","-3,068,120,797,763","-3,300,665,414,451","-557,321,361,798","-1,804,283,366,580","-3,032,720,503,261","-1,895,691,447,324","-178,957,765,195","-535,074,322,385",,,,,,
151,Lưu chuyển tiền thuần từ hoạt động tài chính,Phần mềm,"FPT, CMG, ELC, PIA,","-1,014,181,109,643","-2,202,955,109,154","7,025,925,126,852","1,130,253,123,329","4,387,405,789,451","-1,013,399,151,947","62,250,772,585","2,016,621,772,196",,,,,,
152,Lưu chuyển tiền thuần trong kỳ,Phần mềm,"FPT, CMG, ELC, PIA,","2,051,324,362,536","1,155,113,835,740","-147,246,404,125","-1,394,809,392,536","1,002,703,226,730","-179,672,987,564","-3,319,749,535,538","-2,006,480,772,553",,,,,,
153,Tiền và tương đương tiền đầu kỳ,Phần mềm,"FPT, CMG, ELC, PIA,","6,904,827,779,294","8,490,064,335,488","6,904,827,779,294","9,000,644,223,945","6,904,827,779,294","9,000,644,223,945","6,904,827,779,294","9,000,644,223,945",,,,,,
154,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Phần mềm,"FPT, CMG, ELC, PIA,","44,492,082,115","-7,839,002,733","-27,364,203,950","-34,864,136,954","-10,752,742,477","-75,699,303,006","1,426,724,192","-37,390,981,249",,,,,,
155,Tiền và tương đương tiền cuối kỳ (70 = 50 +60 + 61),Phần mềm,"FPT, CMG, ELC, PIA,","9,000,644,223,945","9,637,339,168,495","6,730,217,171,219","7,570,970,694,455","7,896,778,263,547","8,745,271,933,375","3,586,504,967,948","6,956,772,470,143",,,,,,
