StockID,Date,Foreign Investor Room,Remaining Room Shares,Remaining Room %,Matched Buy Volume,Matched Buy Value,Matched Sell Volume,Matched Sell Value,Negotiated Buy Volume,Negotiated Buy Value,Negotiated Sell Volume,Negotiated Sell Value,Total Buy Volume,Total Buy Value,Total Sell Volume,Total Sell Value
FPT,03/07/2024,"622,284,748","36,418,149",2.49,"1,178,124","155,150","1,267,630","166,899","250,000","32,915","250,000","32,915","1,428,124","188,065","1,517,630","199,814"
FPT,02/07/2024,"622,284,748","34,924,968",2.39,"1,855,694","242,009","1,505,200","195,627","839,400","109,691","839,400","109,691","2,695,094","351,700","2,344,600","305,317"
FPT,01/07/2024,"622,284,748","35,323,162",2.42,"271,708","35,071","2,200,514","283,986",0,0,0,0,"271,708","35,071","2,200,514","283,986"
FPT,28/06/2024,"622,284,748","32,664,870",2.24,"826,180","108,263","2,761,305","364,069",0,0,0,0,"826,180","108,263","2,761,305","364,069"
FPT,27/06/2024,"622,284,748","29,840,072",2.04,"780,841","103,548","1,547,500","204,608",0,0,0,0,"780,841","103,548","1,547,500","204,608"
FPT,26/06/2024,"622,284,748","24,722,275",1.69,"1,098,839","144,003","3,020,000","393,613",0,0,0,0,"1,098,839","144,003","3,020,000","393,613"
FPT,25/06/2024,"622,284,748","23,101,114",1.58,"1,610,118","208,693","3,650,978","473,598","343,343","44,635","343,343","44,635","1,953,461","253,327","3,994,321","518,233"
FPT,24/06/2024,"622,284,748","22,155,418",1.52,"1,487,752","198,294","5,900,038","788,716",0,0,0,0,"1,487,752","198,294","5,900,038","788,716"
FPT,21/06/2024,"622,284,748","21,334,370",1.46,"1,019,553","137,267","2,696,000","364,332",0,0,0,0,"1,019,553","137,267","2,696,000","364,332"
FPT,20/06/2024,"622,284,748","19,489,204",1.33,"580,798","77,651","2,555,814","343,051",0,0,0,0,"580,798","77,651","2,555,814","343,051"
FPT,19/06/2024,"622,284,748","18,991,302",1.3,"513,376","66,712","2,228,800","288,611",0,0,0,0,"513,376","66,712","2,228,800","288,611"
FPT,18/06/2024,"622,284,748","17,294,378",1.36,"522,443","67,085","2,860,719","368,915","75,800","9,765","75,800","9,765","598,243","76,850","2,936,519","378,680"
FPT,17/06/2024,"622,284,748","11,965,986",0.94,"293,292","37,964","1,149,700","148,963",0,0,0,0,"293,292","37,964","1,149,700","148,963"
FPT,14/06/2024,"622,284,748","7,931,127",0.62,"1,069,099","138,974","2,210,300","287,481",0,0,0,0,"1,069,099","138,974","2,210,300","287,481"
FPT,13/06/2024,"622,284,748","6,954,432",0.55,"346,290","45,429","5,350,835","701,527",0,0,"500,000","65,564","346,290","45,429","5,850,835","767,091"
FPT,12/06/2024,"622,284,748","5,971,206",0.47,"547,440","71,413","4,328,151","566,705",0,0,0,0,"547,440","71,413","4,328,151","566,705"
FPT,11/06/2024,"622,284,748","5,704,776",0.45,"244,800","35,410","2,045,700","295,391",0,0,0,0,"244,800","35,410","2,045,700","295,391"
FPT,10/06/2024,"622,284,748","3,942,973",0.31,"130,800","18,797","1,329,500","190,834",0,0,0,0,"130,800","18,797","1,329,500","190,834"
FPT,07/06/2024,"622,284,748","2,888,237",0.23,"881,800","124,524","1,058,700","149,496","219,700","31,035","219,700","31,035","1,101,500","155,559","1,278,400","180,531"
FPT,06/06/2024,"622,284,748","1,988,231",0.16,"333,900","46,858","1,928,800","271,071",0,0,0,0,"333,900","46,858","1,928,800","271,071"
FPT,05/06/2024,"622,284,748","1,535,081",0.12,"1,534,600","217,748","1,972,800","278,766",0,0,0,0,"1,534,600","217,748","1,972,800","278,766"
FPT,04/06/2024,"622,284,748","3,300,052",0.26,"1,943,500","270,084","1,234,600","171,566",0,0,0,0,"1,943,500","270,084","1,234,600","171,566"
FPT,03/06/2024,"622,284,748","1,668,251",0.13,"1,244,000","169,893","1,988,200","271,684",0,0,0,0,"1,244,000","169,893","1,988,200","271,684"
FPT,31/05/2024,"622,284,748","534,061",0.04,"533,900","71,756","178,700","24,089","63,100","8,484","63,100","8,484","597,000","80,241","241,800","32,573"
FPT,30/05/2024,"622,284,748","1,349,609",0.11,"1,348,900","179,663","2,876,100","382,399",0,0,0,0,"1,348,900","179,663","2,876,100","382,399"
FPT,29/05/2024,"622,284,748","603,909",0.05,"2,417,838","328,272","1,668,251","226,792","250,000","34,500",0,0,"2,667,838","362,772","1,668,251","226,792"
FPT,28/05/2024,"622,284,748",0,0.0,"1,122,915","150,601","534,012","71,707","250,000","33,500",0,0,"1,372,915","184,101","534,012","71,707"
FPT,27/05/2024,"622,284,748",0,0.0,"1,006,688","133,885","786,500","104,073","778,300","103,290","778,300","103,290","1,784,988","237,175","1,564,800","207,363"
FPT,24/05/2024,"622,284,748",0,0.0,"607,768","83,182","3,271,747","438,575","500,000","67,180","500,000","67,180","1,107,768","150,362","3,771,747","505,755"
FPT,23/05/2024,"622,284,748",0,0.0,0,0,"1,372,915","187,149","47,500","6,752","47,500","6,752","47,500","6,752","1,420,415","193,901"
FPT,22/05/2024,"622,284,748",0,0.0,"455,900","62,845","1,006,688","138,773","26,900","3,678","26,900","3,678","482,800","66,523","1,033,588","142,451"
FPT,21/05/2024,"622,284,748",0,0.0,"277,700","37,212","607,768","81,607","734,400","99,449","734,400","99,449","1,012,100","136,661","1,342,168","181,056"
FPT,20/05/2024,"622,284,748",0,0.0,800,108,"27,900","3,769","1,100,000","148,838","1,100,000","148,838","1,100,800","148,946","1,127,900","152,607"
FPT,17/05/2024,"622,284,748",0,0.0,152,14,"491,900","66,034","524,600","70,891","524,600","70,891","524,752","70,904","1,016,500","136,925"
FPT,16/05/2024,"622,284,748",0,0.0,"5,400",732,"277,700","37,840","327,400","45,137","293,400","40,464","332,800","45,869","571,100","78,304"
FPT,15/05/2024,"622,284,748",0,0.0,200,26,800,106,"776,600","105,422","396,600","54,344","776,800","105,448","397,400","54,450"
FPT,14/05/2024,"622,284,748",0,0.0,"3,969",507,152,13,"847,300","113,192","847,300","113,192","851,269","113,699","847,452","113,205"
FPT,13/05/2024,"622,284,748",0,0.0,0,0,"39,400","5,124","2,328,000","314,280","2,328,000","314,280","2,328,000","314,280","2,367,400","319,404"
FPT,10/05/2024,"622,284,748",0,0.0,0,0,"380,200","49,773","255,000","33,992","255,000","33,992","255,000","33,992","635,200","83,764"
FPT,09/05/2024,"622,284,748",0,0.0,0,0,"3,917",510,"638,248","86,967","638,300","86,967","638,248","86,967","642,217","87,478"
FPT,08/05/2024,"622,284,748",0,0.0,100,13,95,0,"806,700","111,359","806,700","111,359","806,800","111,372","806,795","111,359"
FPT,07/05/2024,"622,284,748","19,454",0.0,"19,400","2,483","4,200",546,"738,400","100,792","738,400","100,792","757,800","103,275","742,600","101,338"
FPT,06/05/2024,"622,284,748",0,0.0,"13,000","1,645",0,0,"40,000","5,388","40,000","5,388","53,000","7,033","40,000","5,388"
FPT,03/05/2024,"622,284,748",0,0.0,"3,200",410,100,13,"1,474,300","198,217","1,474,300","198,217","1,477,500","198,627","1,474,400","198,230"
FPT,02/05/2024,"622,284,748","5,150",0.0,"5,100",631,"19,300","2,413","3,418,700","450,585","3,418,700","450,585","3,423,800","451,216","3,438,000","452,997"
FPT,26/04/2024,"622,284,748",0,0.0,0,0,"13,000","1,604","2,656,500","350,127","2,656,500","350,127","2,656,500","350,127","2,669,500","351,730"
FPT,25/04/2024,"622,284,748","21,918",0.0,0,0,"3,200",398,"3,487,800","448,182","3,465,900","445,368","3,487,800","448,182","3,469,100","445,766"
FPT,24/04/2024,"622,284,748",0,0.0,"1,800",204,"5,150",612,"787,000","94,519","787,000","94,519","788,800","94,723","792,150","95,131"
FPT,23/04/2024,"622,284,748",0,0.0,0,0,0,0,"98,600","11,635","98,600","11,635","98,600","11,635","98,600","11,635"
FPT,22/04/2024,"622,284,748",0,0.0,0,0,"21,900","2,417","107,900","12,581","107,918","12,581","107,900","12,581","129,818","14,998"
FPT,19/04/2024,"622,284,748",0,0.0,0,0,"6,600",727,"2,490,000","297,804","2,490,000","297,804","2,490,000","297,804","2,496,600","298,531"
FPT,17/04/2024,"622,284,748",0,0.0,0,0,"10,933","1,226","972,500","117,575","972,500","117,575","972,500","117,575","983,433","118,801"
FPT,16/04/2024,"622,284,748",0,0.0,0,0,"7,701",866,"880,500","105,132","880,500","105,132","880,500","105,132","888,201","105,997"
FPT,15/04/2024,"622,284,748",0,0.0,100,12,0,0,"587,400","72,544","587,400","72,544","587,500","72,555","587,400","72,544"
FPT,12/04/2024,"622,284,748","13,148",0.0,"13,100","1,518",0,0,"390,220","47,958","390,220","47,958","403,320","49,476","390,220","47,958"
FPT,11/04/2024,"622,284,748",0,0.0,0,0,0,0,"73,900","8,994","73,900","8,994","73,900","8,994","73,900","8,994"
FPT,10/04/2024,"622,284,748",0,0.0,844,91,100,11,"190,920","23,082","190,920","23,082","191,764","23,173","191,020","23,094"
FPT,09/04/2024,"622,284,748",0,0.0,15,0,"13,148","1,479",0,0,0,0,15,0,"13,148","1,479"
FPT,08/04/2024,"622,284,748",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
FPT,05/04/2024,"622,284,748",0,0.0,0,0,800,91,"81,800","9,971","81,800","9,971","81,800","9,971","82,600","10,062"
FPT,04/04/2024,"622,284,748",0,0.0,"8,440",966,15,0,"570,500","70,229","570,500","70,229","578,940","71,195","570,515","70,229"
FPT,03/04/2024,"622,284,748",0,0.0,0,0,"4,821",562,"326,000","40,783","326,000","40,783","326,000","40,783","330,821","41,344"
FPT,02/04/2024,"622,284,748",0,0.0,0,0,224,23,"459,700","57,417","459,700","57,417","459,700","57,417","459,924","57,440"
FPT,01/04/2024,"622,284,748",0,0.0,"1,700",197,"8,440",972,"799,000","99,555","799,000","99,555","800,700","99,753","807,440","100,527"
FPT,29/03/2024,"622,284,748",0,0.0,0,0,200,23,"924,600","115,760","924,600","115,760","924,600","115,760","924,800","115,783"
FPT,28/03/2024,"622,284,748",0,0.0,0,0,0,0,"51,200","6,308","51,200","6,308","51,200","6,308","51,200","6,308"
FPT,27/03/2024,"622,284,748",0,0.0,0,0,"1,700",194,"40,000","4,920","40,000","4,920","40,000","4,920","41,700","5,114"
FPT,26/03/2024,"622,284,748",0,0.0,0,0,"6,200",707,"1,390,790","169,537","1,390,790","169,537","1,390,790","169,537","1,396,990","170,244"
FPT,25/03/2024,"622,284,748",0,0.0,0,0,"2,100",240,"40,200","4,941","40,200","4,941","40,200","4,941","42,300","5,181"
FPT,22/03/2024,"622,284,748",0,0.0,0,0,0,0,"359,476","42,955","359,476","42,955","359,476","42,955","359,476","42,955"
FPT,21/03/2024,"622,284,748",0,0.0,0,0,200,23,"344,500","42,201","344,500","42,201","344,500","42,201","344,700","42,224"
FPT,20/03/2024,"622,284,748",0,0.0,0,0,0,0,"310,200","37,162","310,200","37,162","310,200","37,162","310,200","37,162"
FPT,19/03/2024,"622,284,748",0,0.0,"6,408",723,0,0,"700,200","84,654","700,200","84,654","706,608","85,377","700,200","84,654"
FPT,18/03/2024,"622,284,748",0,0.0,100,12,0,0,"1,811,900","224,857","1,811,900","224,857","1,812,000","224,868","1,811,900","224,857"
FPT,15/03/2024,"622,284,748",0,0.0,53,0,"7,000",637,"851,700","106,548","851,700","106,548","851,753","106,548","858,700","107,184"
FPT,14/03/2024,"622,284,748",0,0.0,"5,400",640,"6,408",750,"2,552,400","319,305","2,552,400","319,305","2,557,800","319,945","2,558,808","320,055"
FPT,13/03/2024,"622,284,748",0,0.0,"3,900",440,100,12,"970,500","116,169","970,500","116,169","974,400","116,609","970,600","116,180"
FPT,12/03/2024,"622,284,748",0,0.0,0,0,0,0,"220,000","25,894","220,000","25,894","220,000","25,894","220,000","25,894"
